x-axis,1,NO_LBL
second,Volt,Volt
-2.852340E+00,+18.814E-03,+498.492E-03
-2.847340E+00,+16.000E-03,+490.452E-03
-2.842340E+00,+18.814E-03,+490.452E-03
-2.837340E+00,+20.020E-03,+498.492E-03
-2.832340E+00,+21.628E-03,+498.492E-03
-2.827340E+00,+20.020E-03,+498.492E-03
-2.822340E+00,+18.814E-03,+488.040E-03
-2.817340E+00,+17.206E-03,+490.452E-03
-2.812340E+00,+20.020E-03,+498.492E-03
-2.807340E+00,+18.814E-03,+496.080E-03
-2.802340E+00,+18.814E-03,+498.492E-03
-2.797340E+00,+16.000E-03,+490.452E-03
-2.792340E+00,+16.000E-03,+490.452E-03
-2.787340E+00,+20.020E-03,+492.864E-03
-2.782340E+00,+17.206E-03,+498.492E-03
-2.777340E+00,+17.206E-03,+498.492E-03
-2.772340E+00,+20.020E-03,+487.236E-03
-2.767340E+00,+17.206E-03,+490.452E-03
-2.762340E+00,+18.814E-03,+496.080E-03
-2.757340E+00,+20.020E-03,+492.864E-03
-2.752340E+00,+17.206E-03,+498.492E-03
-2.747340E+00,+16.000E-03,+0.0E+00
-2.742340E+00,+45.347E-03,+490.452E-03
-2.737340E+00,+17.206E-03,+492.864E-03
-2.732340E+00,+20.020E-03,+498.492E-03
-2.727340E+00,+17.206E-03,+498.492E-03
-2.722340E+00,+18.814E-03,+0.0E+00
-2.717340E+00,+17.206E-03,+490.452E-03
-2.712340E+00,+20.020E-03,+498.492E-03
-2.707340E+00,+21.226E-03,+498.492E-03
-2.702340E+00,+18.814E-03,+498.492E-03
-2.697340E+00,+20.020E-03,+5.628E-03
-2.692340E+00,+17.206E-03,+488.040E-03
-2.687340E+00,+16.000E-03,+492.864E-03
-2.682340E+00,+22.834E-03,+498.492E-03
-2.677340E+00,+20.020E-03,+498.492E-03
-2.672340E+00,+18.814E-03,+2.412E-03
-2.667340E+00,+22.834E-03,+490.452E-03
-2.662340E+00,+18.814E-03,+490.452E-03
-2.657340E+00,+18.814E-03,+498.492E-03
-2.652340E+00,+18.814E-03,+498.492E-03
-2.647340E+00,+20.020E-03,+492.864E-03
-2.642340E+00,+20.020E-03,+492.864E-03
-2.637340E+00,+17.206E-03,+498.492E-03
-2.632340E+00,+18.814E-03,+492.864E-03
-2.627340E+00,+16.000E-03,+490.452E-03
-2.622340E+00,+17.206E-03,+490.452E-03
-2.617340E+00,+16.000E-03,+492.864E-03
-2.612340E+00,+17.206E-03,+498.492E-03
-2.607340E+00,+16.000E-03,+353.769E-03
-2.602340E+00,+16.000E-03,+484.824E-03
-2.597340E+00,+16.000E-03,+490.452E-03
-2.592340E+00,+17.206E-03,+498.492E-03
-2.587340E+00,+18.814E-03,+498.492E-03
-2.582340E+00,+18.814E-03,+487.236E-03
-2.577340E+00,+20.020E-03,+492.864E-03
-2.572340E+00,+18.814E-03,+498.492E-03
-2.567340E+00,+20.020E-03,+496.080E-03
-2.562340E+00,+8.764E-03,+490.452E-03
-2.557340E+00,+20.020E-03,+490.452E-03
-2.552340E+00,+18.814E-03,+498.492E-03
-2.547340E+00,+18.814E-03,+488.040E-03
-2.542340E+00,+16.000E-03,+490.452E-03
-2.537340E+00,+20.020E-03,+498.492E-03
-2.532340E+00,+18.814E-03,+33.769E-03
-2.527340E+00,+16.000E-03,+490.452E-03
-2.522340E+00,+20.020E-03,+484.824E-03
-2.517340E+00,+18.814E-03,+498.492E-03
-2.512340E+00,+20.020E-03,+490.452E-03
-2.507340E+00,+20.020E-03,+492.864E-03
-2.502340E+00,+18.814E-03,+492.864E-03
-2.497340E+00,+20.020E-03,+484.824E-03
-2.492340E+00,+17.206E-03,+484.824E-03
-2.487340E+00,+18.814E-03,+496.080E-03
-2.482340E+00,+20.020E-03,+496.080E-03
-2.477340E+00,+18.814E-03,+490.452E-03
-2.472340E+00,+17.206E-03,+498.492E-03
-2.467340E+00,+20.020E-03,+490.452E-03
-2.462340E+00,+17.206E-03,+490.452E-03
-2.457340E+00,+20.020E-03,+498.492E-03
-2.452340E+00,+20.020E-03,+490.452E-03
-2.447340E+00,+16.000E-03,+490.452E-03
-2.442340E+00,+22.834E-03,+498.492E-03
-2.437340E+00,+17.206E-03,+492.864E-03
-2.432340E+00,+17.206E-03,+488.040E-03
-2.427340E+00,+20.020E-03,+147.136E-03
-2.422340E+00,+18.814E-03,+490.452E-03
-2.417340E+00,+20.020E-03,+492.864E-03
-2.412340E+00,+20.020E-03,+488.040E-03
-2.407340E+00,+16.000E-03,+493.668E-03
-2.402340E+00,+18.814E-03,+493.668E-03
-2.397340E+00,+17.206E-03,+498.492E-03
-2.392340E+00,+16.000E-03,+490.452E-03
-2.387340E+00,+18.814E-03,+488.040E-03
-2.382340E+00,+16.000E-03,+492.864E-03
-2.377340E+00,+18.814E-03,+498.492E-03
-2.372340E+00,+18.814E-03,+490.452E-03
-2.367340E+00,+16.000E-03,+490.452E-03
-2.362340E+00,+17.206E-03,+490.452E-03
-2.357340E+00,-11.337E-03,+479.196E-03
-2.352340E+00,+20.020E-03,+490.452E-03
-2.347340E+00,+20.020E-03,+496.080E-03
-2.342340E+00,+17.206E-03,+492.864E-03
-2.337340E+00,+18.814E-03,+490.452E-03
-2.332340E+00,+26.050E-03,+492.864E-03
-2.327340E+00,+20.020E-03,+490.452E-03
-2.322340E+00,+16.000E-03,+490.452E-03
-2.317340E+00,+17.206E-03,+490.452E-03
-2.312340E+00,+16.000E-03,+490.452E-03
-2.307340E+00,+18.814E-03,+482.412E-03
-2.302340E+00,+18.814E-03,+490.452E-03
-2.297340E+00,+18.814E-03,+159.196E-03
-2.292340E+00,+17.206E-03,+32.965E-03
-2.287340E+00,+20.020E-03,+490.452E-03
-2.282340E+00,+16.000E-03,+490.452E-03
-2.277340E+00,+18.814E-03,+488.040E-03
-2.272340E+00,+20.020E-03,+490.452E-03
-2.267340E+00,+16.000E-03,+490.452E-03
-2.262340E+00,+17.206E-03,+493.668E-03
-2.257340E+00,+18.814E-03,+490.452E-03
-2.252340E+00,+21.628E-03,+496.080E-03
-2.247340E+00,+18.814E-03,+487.236E-03
-2.242340E+00,+20.020E-03,+490.452E-03
-2.237340E+00,+20.020E-03,+490.452E-03
-2.232340E+00,+17.206E-03,+490.452E-03
-2.227340E+00,+17.206E-03,+490.452E-03
-2.222340E+00,+20.020E-03,+0.0E+00
-2.217340E+00,+20.020E-03,+490.452E-03
-2.212340E+00,+18.412E-03,+484.824E-03
-2.207340E+00,+22.834E-03,+479.196E-03
-2.202340E+00,+18.814E-03,+482.412E-03
-2.197340E+00,+20.020E-03,+78.794E-03
-2.192340E+00,+20.020E-03,+488.040E-03
-2.187340E+00,+20.020E-03,+3.216E-03
-2.182340E+00,+20.020E-03,+488.040E-03
-2.177340E+00,+20.020E-03,+492.864E-03
-2.172340E+00,+17.206E-03,+19.296E-03
-2.167340E+00,+16.000E-03,+496.080E-03
-2.162340E+00,+16.000E-03,+0.0E+00
-2.157340E+00,+18.814E-03,+490.452E-03
-2.152340E+00,+20.020E-03,+13.668E-03
-2.147340E+00,+16.000E-03,+369.849E-03
-2.142340E+00,+16.000E-03,+490.452E-03
-2.137340E+00,+20.020E-03,-8.844E-03
-2.132340E+00,+20.020E-03,+490.452E-03
